NID,ID,PROYECTO,SONDAJE,ESTE,SUR,HUSO,ZONA,TIPO,ZI,ZF,N1,N2,N3,NR,TIPO DE SUELO,DUREZA ESTIMADA,N FREATICO,DESCRIPCION,,,,
,,Santa Barbara 339 DS 49.,S-1,761414.79,5827408.12,18,H,,21.00,22,,,,,,,,"Grava  arenosa  de  color  pardo.  Gravas  de 0.2-6       cm,       de       forma       subangular- subredondeadas.   Los   bolones   son   de   8- 10cm de diámetro. La matriz es arena media gruesa  de  color  pardo, de  baja  plasticidad. Material compacto. Humedad alta",,,,
,,Santa Barbara 339 DS 49.,S-1,761414.79,5827408.12,18,H,,22.00,23,,,,,,,,"Grava  arenosa  de  color  pardo.  Gravas  de 0.2-6       cm,       de       forma       subangular- subredondeadas.   Los   bolones   son   de   8- 10cm de diámetro. La matriz es arena media gruesa  de  color  pardo, de  baja  plasticidad. Material compacto. Humedad alta",,,,
,,Santa Barbara 339 DS 49.,S-1,761414.79,5827408.12,18,H,,23.00,24,,,,,,,,"Grava  arenosa  de  color  pardo.  Gravas  de 0.2-6       cm,       de       forma       subangular- subredondeadas.   Los   bolones   son   de   8- 10cm de diámetro. La matriz es arena media gruesa  de  color  pardo, de  baja  plasticidad. Material compacto. Humedad alta",,,,
,,Santa Barbara 339 DS 49.,S-1,761414.79,5827408.12,18,H,,24.00,25,,,,,,,,"Grava  arenosa  de  color  pardo.  Gravas  de 0.2-6       cm,       de       forma       subangular- subredondeadas.   Los   bolones   son   de   8- 10cm de diámetro. La matriz es arena media gruesa  de  color  pardo, de  baja  plasticidad. Material compacto. Humedad alta",,,,
,,Santa Barbara 339 DS 49.,S-1,761414.79,5827408.12,18,H,,25.00,26,,,,,,,,"Grava  arenosa  de  color  pardo.  Gravas  de 0.2-6       cm,       de       forma       subangular- subredondeadas.   Los   bolones   son   de   8- 10cm de diámetro. La matriz es arena media gruesa  de  color  pardo, de  baja  plasticidad. Material compacto. Humedad alta",,,,
,,Santa Barbara 339 DS 49.,S-1,761414.79,5827408.12,18,H,,26.00,27,,,,,,,,"Grava  arenosa  de  color  pardo.  Gravas  de 0.2-6       cm,       de       forma       subangular- subredondeadas.   Los   bolones   son   de   8- 10cm de diámetro. La matriz es arena media gruesa  de  color  pardo, de  baja  plasticidad. Material compacto. Humedad alta",,,,
,,Santa Barbara 339 DS 49.,S-1,761414.79,5827408.12,18,H,,27.00,28,,,,,,,,"Grava  arenosa  de  color  pardo.  Gravas  de 0.2-6       cm,       de       forma       subangular- subredondeadas.   Los   bolones   son   de   8- 10cm de diámetro. La matriz es arena media gruesa  de  color  pardo, de  baja  plasticidad. Material compacto. Humedad alta",,,,
,,Santa Barbara 339 DS 49.,S-1,761414.79,5827408.12,18,H,,28.00,29,,,,,,,,"Grava  arenosa  de  color  pardo.  Gravas  de 0.2-6       cm,       de       forma       subangular- subredondeadas.   Los   bolones   son   de   8- 10cm de diámetro. La matriz es arena media gruesa  de  color  pardo, de  baja  plasticidad. Material compacto. Humedad alta",,,,
,,Santa Barbara 339 DS 49.,S-1,761414.79,5827408.12,18,H,,29.00,30,,,,,,,,"Grava  arenosa  de  color  pardo.  Gravas  de 0.2-6       cm,       de       forma       subangular- subredondeadas.   Los   bolones   son   de   8- 10cm de diámetro. La matriz es arena media gruesa  de  color  pardo, de  baja  plasticidad. Material compacto. Humedad alta",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,0.00,1,,,,,,,,"Arcilla    arenosa    de    color    naranjo,    de plasticidad    media-alta,    de    consistencia
rígida. Humedad baja",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,1.00,1.45,,,,,,,,"Arcilla limosa de color naranjo-amarillo, de plasticidad alta, de consistencia rígida-dura.
Humedad baja",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,2.00,2.45,,,,,,,,"Arcilla limosa de color naranjo-amarillo, de plasticidad alta, de consistencia rígida-dura.
Humedad baja",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,2.45,3,,,,,,,,"Arena  arcillosa  de  color  naranjo-blanco  de compacidad      medianamente      densa      y plasticidad   media.   Humedad   baja.   Obs: material       con       evidencias       de       roca
meteorizada (diorita-granodiorita).",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,3.00,3.45,,,,,,,,"Arena  de  grano  medio,  limosa,  de  color naranjo    de    compacidad    medianamente densa  y  plasticidad  baja.  Humedad  baja. Obs:    material    con    evidencias    de    roca
meteorizada (diorita-granodiorita)",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,3.45,4,,,,,,,,"Arena  de  grano  medio,  limosa,  de  color naranjo    de    compacidad    medianamente densa  y  plasticidad  baja.  Humedad  baja. Obs:    material    con    evidencias    de    roca
meteorizada (diorita-granodiorita)",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,4.00,4.45,,,,,,,,"Arena  de  grano  medio,  limosa,  de  color naranjo    de    compacidad    medianamente densa  y  plasticidad  baja.  Humedad  baja. Obs:    material    con    evidencias    de    roca
meteorizada (diorita-granodiorita)",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,4.45,5,,,,,,,,"Arena  de  grano  medio,  limosa,  de  color naranjo    de    compacidad    medianamente densa  y  plasticidad  baja.  Humedad  baja. Obs:    material    con    evidencias    de    roca
meteorizada (diorita-granodiorita)",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,5.00,5.45,,,,,,,,"Limo     arenoso     de     color     naranjo     de consistencia    dura    y    plasticidad    media. Humedad     media.     Obs:     material     con evidencias   de   roca   meteorizada   (diorita-
granodiorita)",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,5.45,6,,,,,,,,"Limo     arenoso     de     color     naranjo     de consistencia    dura    y    plasticidad    media. Humedad     media.     Obs:     material     con evidencias   de   roca   meteorizada   (diorita-
granodiorita)",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,6.00,6.41,,,,,,,,"Arena  de  grano  medio,  limosa,  de  color naranjo de compacidad densa y plasticidad baja. Humedad media.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,6.41,7,,,,,,,,"Arena  de  grano  medio,  limosa,  de  color naranjo de compacidad densa y plasticidad baja. Humedad media.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,7.00,7.26,,,,,,,,"Arena  de  grano  medio,  limosa,  de  color naranjo de compacidad densa y plasticidad baja. Humedad media.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,7.26,8,,,,,,,,"Arena  de  grano  medio,  limosa,  de  color naranjo de compacidad densa y plasticidad baja. Humedad media.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,8.00,8.15,,,,,,,,"Arena de grano medio-fino, limosa, de color naranjo  de  compacidad  densa  plasticidad baja. Humedad media",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,8.15,9,,,,,,,,"Arena de grano medio-fino, limosa, de color naranjo  de  compacidad  densa  plasticidad baja. Humedad media",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,9.00,9.12,,,,,,,,"Arena de grano medio-fino, limosa, de color naranjo  de  compacidad  densa  plasticidad baja. Humedad media",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,9.12,10,,,,,,,,"Arena de grano medio-fino, limosa, de color naranjo  de  compacidad  densa  plasticidad baja. Humedad media",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,10.00,10.1,,,,,,,,"Arena de grano medio-fino, limosa, de color naranjo  de  compacidad  densa  plasticidad baja. Humedad media",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,10.10,11,,,,,,,,"Limo arenoso de color naranjo, con blanco (Presencia de cuarzo y micas en el material). Material  de  consistencia  dura  y  plasticidad
media. Humedad media.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,11.00,12,,,,,,,,"Limo arenoso de color naranjo, con blanco (Presencia de cuarzo y micas en el material). Material  de  consistencia  dura  y  plasticidad
media. Humedad media.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,12.00,13,,,,,,,,"Arena de grano grueso, con leve cantidad de limo.   Material   de   compacidad   densa   y plasticidad   baja.   Humedad   media.   Obs: presencia de cuarzo y micas en el material.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,13.00,14,,,,,,,,"Arena de grano grueso, con leve cantidad de limo.   Material   de   compacidad   densa   y plasticidad   baja.   Humedad   media.   Obs: presencia de cuarzo y micas en el material.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,14.00,14.03,,,,,,,,"Arena de grano grueso, con leve cantidad de limo.   Material   de   compacidad   densa   y plasticidad   baja.   Humedad   media.   Obs: presencia de cuarzo y micas en el material.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,14.03,15,,,,,,,,"Arena de grano grueso, con leve cantidad de limo.   Material   de   compacidad   densa   y plasticidad   baja.   Humedad   media.   Obs: presencia de cuarzo y micas en el material.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,15.00,16,,,,,,,,"Arena de grano grueso, con leve cantidad de limo.   Material   de   compacidad   densa   y plasticidad   baja.   Humedad   media.   Obs: presencia de cuarzo y micas en el material.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,16.00,17,,,,,,,,"Arena de grano grueso, con leve cantidad de limo.   Material   de   compacidad   densa   y plasticidad   baja.   Humedad   media.   Obs: presencia de cuarzo y micas en el material.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,17.00,18,,,,,,,,"Granodiorita    altamente    meteorizada    y fracturada   (ISMR=4-5).   Presencia   de   alto contenido             micáceo             (moscovita principalmente)   y   cuarzo   en   formas   de
gravas subangulares.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,18.00,19,,,,,,,,"Granodiorita    altamente    meteorizada    y fracturada   (ISMR=4-5).   Presencia   de   alto contenido             micáceo             (moscovita principalmente)   y   cuarzo   en   formas   de
gravas subangulares.",,,,
,,Sondaje Viña del Mar,S-1,261.15,6.339.642,19,H,,19.00,20,,,,,,,,"Granodiorita    altamente    meteorizada    y fracturada   (ISMR=4-5).   Presencia   de   alto contenido             micáceo             (moscovita principalmente)   y   cuarzo   en   formas   de
gravas subangulares.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680,5163385,18,H,,0.00,1,,,,,,,,"Grava limosa. Grava de diámetro 3-6 cm con bolones    de    8-20    cm,    subredondeados. Matriz  limosa  de  color  café  de  plasticidad
media. Material compacto. Humedad baja.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,1.00,1.45,,,,,,,,"Limo   arenoso   de   color   café   claro,   de consistencia medianamente blanda-blanda, plasticidad media. Humedad alta",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,2.00,2.45,,,,,,,,"Limo   arenoso   de   color   café   claro,   de consistencia medianamente blanda-blanda, plasticidad media. Humedad alta",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,2.45,3,,,,,,,,"Limo   arenoso   de   color   café   claro,   de consistencia medianamente blanda-blanda, plasticidad media. Humedad alta",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,3.00,3.45,,,,,,,,"Limo   arenoso   de   color   café   claro,   de consistencia medianamente blanda-blanda, plasticidad media. Humedad alta",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,4.00,4.45,,,,,,,4.00-4.10,"Arena  de  grano  fino,  limoso  de  color  café claro,  de  compacidad  suelta  y  plasticidad baja. Humedad media-alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,4.45,5,,,,,,,,"Limo   arenoso   de   color   café   claro,   de consistencia medianamente blanda-blanda,
plasticidad media. Humedad alta",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,5.00,6,,,,,,,,"Monzonita con  grado de fracturación  leve- medio,   estado   de   meteorización   medio. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,6.00,7,,,,,,,,"Monzonita con  grado de fracturación  leve- medio,   estado   de   meteorización   medio. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,7.00,8,,,,,,,,"Monzonita con  grado de fracturación  leve- medio,   estado   de   meteorización   medio. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,8.00,9,,,,,,,,"Monzonita con  grado de fracturación  leve- medio,   estado   de   meteorización   medio. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,9.00,10,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,10.00,11,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,11.00,12,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,12.00,13,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,13.00,14,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,14.00,15,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,15.00,16,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,16.00,17,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,17.00,18,,,,,,,,"Granito  con  grado  de  fracturamiento  alto, estado  de  meteorización   bajo.  Humedad
alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,18.00,19,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,19.00,20,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,20.00,21,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,21.00,22,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,22.00,23,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,23.00,24,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,24.00,25,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,25.00,26,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,26.00,27,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,27.00,28,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,28.00,29,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,29.00,30,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,30.00,31,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,31.00,32,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,32.00,33,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,33.00,34,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-1,741680.00,5163385.00,18,H,,34.00,35,,,,,,,,"Granito  con  grado  de  fracturamiento  bajo, estado  de  meteorización   bajo.  Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,0.00,1,,,,,,,,"Arena  de  grano  fino,  limoso  de  color  café claro,  de  compacidad  suelta  y  plasticidad baja. Humedad media-alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,1.00,1.45,,,,,,,,"Arena  de  grano  fino,  limoso  de  color  café claro,  de  compacidad  suelta  y  plasticidad baja. Humedad media-alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,2.00,2.45,,,,,,,,"Arena  de  grano  fino,  limoso  de  color  café claro,  de  compacidad  suelta  y  plasticidad baja. Humedad media-alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,3.00,3.45,,,,,,,,"Arena  de  grano  fino,  limoso  de  color  café claro,  de  compacidad  suelta  y  plasticidad baja. Humedad media-alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,4.00,4.45,,,,,,,4.00-4.05-4.20,"Arena  de  grano  fino,  limoso  de  color  café claro,  de  compacidad  suelta  y  plasticidad baja. Humedad media-alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,5.00,5.45,,,,,,,,"Limo arenoso de color gris, de consistencia medianamente  blanda,  plasticidad  media.
Humedad alta",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,6.00,6.45,,,,,,,,"Arena de grano medio-fino de color pardo, de compacidad medianamente suelta (6,00- 6,20  m).  Arena  de  grano  fino  color  gris  de compacidad   medianamente   suelta   (6,20-
6,45 m). Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,7.00,7.05,,,,,,,,"Arena  de  grano  grueso  de  color  gris,  de compacidad      densa,      plasticidad      nula.
Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,7.05,8,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La matriz  es  arenosa  de  grano  grueso,  color pardo     de     plasticidad     nula.     Material
compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,8.00,9,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La matriz  es  arenosa  de  grano  grueso,  color pardo     de     plasticidad     nula.     Material
compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,9.00,10,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La matriz es arenosa de grano fino, color café claro      de      plasticidad      nula.      Material
compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,10.00,11,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La matriz es arenosa de grano fino, color café claro      de      plasticidad      nula.      Material
compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,11.00,12,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La matriz es arenosa de grano fino, color café claro      de      plasticidad      nula.      Material
compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,12.00,13,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La matriz es arenosa de grano fino, color café claro      de      plasticidad      nula.      Material
compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,13.00,14,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La matriz  es  arenosa  de  grano  grueso,  color pardo     de     plasticidad     nula.     Material
compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,14.00,15,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La matriz  es  arenosa  de  grano  grueso,  color pardo     de     plasticidad     nula.     Material
compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,15.00,16,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La
matriz es arenosa de grano fino, color pardo de   plasticidad   nula.   Material   compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,16.00,17,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro.    Material    subredondeada.    La
matriz es arenosa de grano fino, color pardo de   plasticidad   nula.   Material   compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,17.00,18,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro. Material subangular. La matriz es arenosa  de  grano  grueso,  color  pardo  de plasticidad      nula.     Material      compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,18.00,19,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro. Material subangular. La matriz es arenosa  de  grano  grueso,  color  pardo  de plasticidad      nula.     Material      compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,19.00,20,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro. Material subangular. La matriz es arenosa  de  grano  grueso,  color  pardo  de plasticidad      nula.     Material      compacto. Humedad alta.",,,,
,,"Sondajes de puente conexión el malito con el tranquilo, comuna de Palena, Región de los Lagos.",S-2,741734.00,5163212.00,18,H,,20.00,21,,,,,,,,"Gravas  de  diámetro  entre  0,5-6  cm,  con presencia   de   bolones   de   8-12   cm   de diámetro. Material subangular. La matriz es arenosa  de  grano  grueso,  color  pardo  de plasticidad      nula.     Material      compacto. Humedad alta.",,,,
